id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
10166,False,0,,en,"The Witches","The Witches","Saving the world from witches is a tall order for a boy they've turned into a mouse!","A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",8.208991,1990-02-16,15360553,91.0
6069,False,0,,en,"The Witches of Eastwick","The Witches of Eastwick","Three Beautiful Women. One Lucky Devil.","Three single women in a picturesque village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives.",13.031671,1987-06-12,63766510,118.0
11018,False,24000000,,en,"Year of the Dragon","Year of the Dragon","It isn't the Bronx or Brooklyn, it isn't even New York. It's Chinatown... and it's about to explode.","In New York, racist Capt. Stanley White becomes obsessed with destroying a Chinese-American drug ring run by Joey Tai, an up-and-coming young gangster as ambitious as he is ruthless. While pursuing an unauthorized investigation, White grows increasingly willing to violate police protocol, resorting to progressively violent measures -- even as his concerned wife, Connie, and his superiors beg him to consider the consequences of his actions.",7.505786,1985-08-16,18707466,134.0
11676,False,25000000,,en,"Nothing to Lose","Nothing to Lose","When the odds are against you, sometimes the only bet is yourself.","Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",6.287242,1997-07-18,0,97.0
28293,False,0,,en,"Flying Down to Rio","Flying Down to Rio","Too big for the world... So they staged it in the clouds... Too beautiful for words... So they set it to music!","A dance-band leader finds love and success in Brazil. The first Fred Astaire-Ginger Rogers movie.",5.110346,1933-12-29,0,89.0
28292,False,0,,en,"Follow the Fleet","Follow the Fleet","In the Super-Dreadnought of Musical Shows","When the fleet puts in at San Francisco, sailor Bake Baker tries to rekindle the flame with his old dancing partner, Sherry Martin, while Bake's buddy Bilge Smith romances Sherry's sister Connie. But it's not all smooth sailing: Bake has a habit of losing Sherry's jobs for her; and despite Connie's dreams, Bilge is not ready to settle down.",6.363505,1936-02-20,0,110.0
3681,False,0,,en,"What's New Pussycat?","What's New Pussycat?",,"A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.",2.705723,1965-06-22,0,108.0
43875,False,864000,,en,"Mary of Scotland","Mary of Scotland","History called her ""The Temptress""!","The recently widowed Mary Stuart returns to Scotland to reclaim her throne but is opposed by her half-brother and her own Scottish lords.",4.466335,1936-08-28,1276000,123.0
31798,False,0,,en,Roberta,Roberta,"Jerome Kern's Queen of Musical Romances!","Football player John Kent tags along as Huck Haines and the Wabash Indianians travel to an engagement in Paris, only to lose it immediately. John and company visit his aunt, owner of a posh fashion house run by her assistant, Stephanie. There they meet the singer Scharwenka (alias Huck's old friend Lizzie), who gets the band a job. Meanwhile, Madame Roberta passes away and leaves the business to John and he goes into partnership with Stephanie.",5.424847,1935-03-08,0,106.0
43436,False,0,,en,"Little Women","Little Women","THRILLS OF YOUNG LOVE!","Louisa May Alcott's autobiographical account of her life with her three sisters in Concord Mass in the 1860s. With their father fighting in the civil war, the sisters: Jo, Meg, Amy and Beth are at home with their mother - a very outspoken women for her time. The story is of how the sisters grow up, find love and find their place in the world.",5.551702,1949-04-01,0,121.0
20325,False,886000,,en,"Swing Time","Swing Time","A glorious songburst of gaiety and laughter!","Lucky is tricked into missing his wedding to Margaret by the other members of Pop's magic and dance act, and has to make $25000 to be allowed to marry her. He and Pop go to New York where they run into Penny, a dancing instructor. She and Lucky form a successful dance partnership, but romance is blighted (till the end of the film at least!) by his old attachment to Margaret and hers for Ricardo, the band leader who won't play for them to dance together.",6.507597,1936-08-27,2600000,103.0
17687,False,0,,en,"The Public Enemy","The Public Enemy",,"James Cagney star's as Tom Powers, a trouble-ridden individual who rises from the position of cheap thug to that of a powerful Prohibition gangster. When his best friend is murdered, Powers self-destructively seeks deadly retaliation.",4.841185,1931-04-23,0,83.0
19075,False,0,,en,"A Midsummer Night's Dream","A Midsummer Night's Dream","Three Centuries In The Making ! An immortal literary classic becomes a triumph of the ages !","Theseus, Duke of Athens, is going to marry Hyppolyta, Queen of the Amazons. Demetrius is engaged with Hermia, but Hermia loves Lysander. Helena loves Demetrius. Oberon and Titania, of the kingdom of fairies have a slight quarrel about whether or not the boy Titania is raising will join Titania's band or Oberon's, so Oberon tries to get him from her by using some magic. But they're not alone in that forest.Lysander and Hermina have there a rendezvous, Helena and Demetrius are there, too as well as some actors, who are practicing a play for the ongoing wedding of Theseus and Hippolyta. Due to some misunderstandings by Puck, the whole thing becomes a little bit confused...",2.110653,1935-10-09,0,143.0
41465,False,0,,en,"Life with Father","Life with Father","Here for all!! All the happiness of the play that ran longer, the laughs that were louder than any known before!","In late nineteenth century New York a Wall Street broker likes to think his house runs his way, but finds himself constantly bemused at how much of what happens is down to his wife. His children are also stretching their wings, discovering girls and making money out of patent medicine selling. When it comes to light he has never been baptized and everyone starts insisting he must do so, it all starts to get a bit too much.",0.880277,1947-09-13,0,118.0
17641,False,0,,en,"National Velvet","National Velvet","Simple Story Of A Boy . . . A Girl . . . And A Horse! Set to the thunder of the Grand National Steeplechase!","Mi Taylor was a young wanderer and opportunist whose father had given him ""all the roads in the Kingdom"" to travel. One of the roads, and a notation in his father's journal, leads him to the quiet English country-side home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse...",2.307369,1944-12-14,0,123.0
12545,False,0,,en,"Jesus Christ Superstar","Jesus Christ Superstar","And now, the movie......","Oscar-nominated film adaptation of the rock opera of the same name, based on the last weeks before the crucifixion of Jesus. The film was directed by Norman Jewison. Ted Neeley and Carl Anderson were nominated for two 1974 Golden Globe Award for their portrayals of Jesus and Judas, respectively.",4.980716,1973-08-15,13200000,108.0
27972,False,0,,en,"Dark Victory","Dark Victory","I've Crammed EVERY MINUTE SO FULL of waste. And now there's so little time. I don't know what to do. I'm afraid!","Judith Traherne is at the height of young society when Dr. Frederick Steele diagnoses a brain tumor. After surgery she falls in love with Steele. The doctor tells her secretary that the tumor will come back and eventually kill her. Learning this, Judith becomes manic and depressive. Her horse trainer Michael, who loves her, tells her to get as much out of life as she can. She marries Steele who intends to find a cure for her illness. As he goes off to a conference in New York failing eyesight indicates to Judith that she is dying.",7.607677,1939-04-22,0,104.0
